0.995141538	0.100129821
0.847571048	0.530733602
0.313629048	0.949545717
0.231377582	0.972864773
0.644514611	0.765367635
0.673677957	0.739061246
0.87724392	0.480046502
0.45050532	0.892773838
0.076691267	0.997512437
0.865352199	0.501165452
0.089904831	0.995950423
0.529424421	0.848357163
0.7495388	0.661968049
0.949624084	0.313400927
0.818458886	0.574565139
0.059186695	0.998255313
0.298977445	0.955068631
0.461870895	0.886947267
0.20007761	0.981404877
0.930275546	0.367170481
0.598111749	0.801781299
0.842942814	0.538003232
0.919853128	0.392263022
0.368097804	0.929787079
0.975423482	0.220338938
0.988298643	0.159957717
0.168245422	0.985745176
0.045268381	0.99899012
0.832254344	0.55881273
0.610008688	0.792397227
0.77952226	0.628382474
0.353164218	0.935561721
0.543578073	0.839359285
0.95876957	0.284315456
0.661004625	0.750381872
0.884772057	0.466798058
0.276285	0.961077703
0.382288176	0.924043718
0.634845415	0.772651507
0.029107898	0.999576299
0.408739414	0.91265299
0.893524043	0.449015354
0.978527927	0.206114669
0.786094247	0.618170844
0.152928304	0.988771671
0.138222785	0.991572084
0.581764804	0.813512245
0.966012009	0.258520211
0.993120591	0.117096616
0.570527107	0.821677638
0.900110401	0.435673173
0.969868496	0.243629523
0.999440252	0.033457589
0.557516769	0.830166431
0.962563879	0.271538249
0.972642808	0.232305777
0.438432218	0.898850458
0.121278936	0.992660311
0.981389147	0.192036939
0.836638865	0.547754911
0.246477842	0.969184179
0.954610254	0.298082906
0.907033685	0.421058143
0.997780264	0.066592379
0.809617404	0.591467628
0.87074019	0.491743353
0.999141582	0.045486594
0.857566447	0.514373259
0.924928867	0.380141066
0.339327571	0.940668275
0.39321352	0.919754263
0.740921403	0.675849513
0.722994206	0.690854094
0.18564016	0.982750188
0.014145908	0.999900315
0.325364644	0.945588629
0.990435751	0.137975707
0.697745791	0.716345458
0.984056175	0.177858554
0.709861426	0.704377571
0.913074753	0.407792361
0.621676556	0.783684504
0.214349509	0.976762615
0.99986422	0.01647852
0.766876692	0.641794475
0.686423593	0.72720306
0.796725017	0.604410849
0.262467765	0.964941123
0.758007211	0.652350853
0.105269356	0.994443787
0.490148243	0.871756437
0.936096371	0.351743678
0.942765124	0.333457539
0.996674992	0.081490707
0.502159047	0.864775332
0.423687415	0.905820475
0.514578557	0.857491716
0.478478519	0.878099356
1	8.72E-17
6.12E-17	1
