0.458517163	0.485671194	0.055811643
0.555820558	0.128294635	0.315884807
0.505041455	0.420532295	0.07442625
0.100737993	0.731458021	0.167803985
0.22197091	0.455335928	0.322693162
0.745000564	0.250498661	0.004500775
0.620463817	0.261354216	0.118181968
0.483721406	0.244316413	0.271962182
0.236461445	0.518110615	0.24542794
0.000153381	0.214126894	0.785719725
0.16392764	0.717259356	0.118813003
0.815058527	0.170726707	0.014214766
0.869831194	0.11471327	0.015455536
0.681729911	0.235388809	0.08288128
0.047728271	0.140251503	0.812020225
0.354787695	0.281980466	0.363231839
0.073320101	0.360417906	0.566261993
0.062211097	0.304671845	0.633117058
0.666379743	0.007780728	0.325839529
0.416089722	0.378719849	0.205190428
0.208785608	0.771509271	0.019705121
0.128656777	0.520701463	0.35064176
0.133711639	0.183711468	0.682576894
0.014580279	0.751559568	0.233860153
0.932856589	0.003218309	0.063925102
0.377241275	0.329458214	0.293300511
0.315437081	0.359960937	0.324601982
0.829507541	0.016585085	0.153907374
0.245497118	0.371988901	0.382513981
0.085963537	0.602369349	0.311667114
0.047593349	0.936951115	0.015455536
0.368079618	0.630414572	0.00150581
0.061489314	0.48042359	0.458087096
0.605169885	0.213732611	0.181097504
0.129217413	0.868850591	0.001931996
0.565226661	0.359314025	0.075459314
0.224261065	0.206843524	0.568895411
0.461144063	0.197460774	0.341395163
0.328905188	0.052605971	0.61848884
0.128135673	0.039505583	0.832358744
0.529988915	0.325351044	0.144660041
0.024131726	0.902811218	0.073057056
0.299097653	0.153749791	0.547152555
0.377095545	0.49752865	0.125375805
0.180536006	0.037529611	0.781934383
0.73931004	0.008632271	0.252057689
0.305805453	0.490650905	0.203543642
3.58913E-05	0.42562875	0.574335359
0.442068827	0.557922557	8.6156E-06
0.231571564	0.035454746	0.732973689
0.671572093	0.182400937	0.146026969
0.222002309	0.695116411	0.08288128
0.565555134	0.189016925	0.24542794
0.446674598	0.072202075	0.481123327
0.318987285	0.000605431	0.680407284
0.588197126	0.021457595	0.39034528
0.371749366	0.189027939	0.439222694
0.281955093	0.561971721	0.156073185
0.000693413	0.267856443	0.731450144
0.30828127	0.258849088	0.432869641
0.415403105	0.01930554	0.565291355
0.102575082	0.000194685	0.897230233
0.061856099	0.19843696	0.739706941
0.276288905	0.624955673	0.098755422
0.75609522	0.12860741	0.115297369
0.643664971	0.145367526	0.210967503
0.35018211	0.424471726	0.225346163
0.143861034	0.117273831	0.738865135
2.73262E-11	1	8.11573E-14
0.23787787	0.146938762	0.615183369
0.000668896	0.50511171	0.494219394
0.133289118	0.266455102	0.60025578
0.850209451	0.053215001	0.096575548
0.463744288	0.305070396	0.231185317
0.525484713	0.091986235	0.382529052
0.001302447	0.109724155	0.888973398
0.732081724	0.0808772	0.187041076
0.204495022	0.64943619	0.146068788
0.620025472	0.378759722	0.001214806
0.67024316	0.315542074	0.014214766
0.370190775	0.130127435	0.49968179
0.31017723	0.68972264	0.000100131
0.113992275	0.816459447	0.069548277
0.096003463	0.40976954	0.494226997
0.212358044	0.091850712	0.695791244
0.203473581	0.303056747	0.493469672
0.552220533	0.447544057	0.000235411
0.528137876	0.023497322	0.448364802
0.999999999	8.12125E-10	1.07459E-10
0.530978937	0.268185091	0.200835972
0.021627151	0.821538316	0.156834533
0.367554657	0.574821616	0.057623727
0.117296881	0.656757613	0.225945506
0.174498571	0.554173329	0.271328099
0.16175313	0.375435646	0.462811224
0.015302602	0.562836851	0.421860547
0.000553775	0.05311542	0.946330805
0.000794366	0.352248131	0.646957503
0.000227071	0.643657362	0.356115567
0	0	1
